EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
131,Medium,Low,Better,42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,4,Manager,Divorced,110310,3.0,Y,12,8,1,8.0,2,5,1,2,Medium,Excellent,7.482647754136944
132,High,Medium,Good,37,No,Travel_Rarely,Sales,9,Below College,Marketing,1,Male,3,Sales Executive,Single,44400,2.0,Y,11,8,1,18.0,3,1,0,1,Medium,Excellent,9.920131519274166
133,Low,Medium,Better,43,No,Travel_Rarely,Sales,10,College,Life Sciences,1,Female,1,Sales Executive,Divorced,46170,1.0,Y,11,8,0,25.0,2,25,3,9,High,Excellent,7.384216101694722
134,Medium,High,Better,40,No,Travel_Rarely,Sales,6,College,Life Sciences,1,Female,1,Laboratory Technician,Married,26470,6.0,Y,13,8,0,20.0,2,1,0,0,Medium,Excellent,7.495338468720556
135,Low,Low,Good,54,No,Travel_Rarely,Human Resources,9,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2,Medium,Outstanding,5.972658382066111
136,High,High,Better,34,No,Non-Travel,Research & Development,28,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,56770,9.0,Y,20,8,1,6.0,3,3,1,2,High,Outstanding,6.859545346628611
137,Medium,Low,Bad,31,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,Medium,Excellent,6.105592513113889
138,Very High,Very High,Better,43,No,Travel_Frequently,Sales,14,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,<built-in method __round__ of numpy.float64 object at 0x00000186688B2790>,3,3,1,2,Medium,Excellent,7.641144005847778
139,High,High,Better,43,No,Travel_Rarely,Sales,27,Master,Life Sciences,1,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2,High,Excellent,8.878969421101667
140,Medium,Very High,Better,25,No,Travel_Rarely,Human Resources,7,College,Human Resources,1,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3,Very High,Excellent,10.849082021935834
141,Medium,High,Better,37,No,Non-Travel,Research & Development,1,Bachelor,Medical,1,Male,3,Laboratory Technician,Married,20080,3.0,Y,22,8,0,15.0,5,13,10,7,Medium,Outstanding,10.692001669050834
142,Very High,Low,Better,31,No,Travel_Rarely,Research & Development,24,Below College,Medical,1,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,High,Excellent,6.999971509971389
143,Medium,High,Better,39,No,Travel_Frequently,Research & Development,26,Master,Technical Degree,1,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,Low,Outstanding,9.009179138321944
144,High,Low,Good,56,No,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,High,Excellent,7.420447466294722
145,Medium,High,Better,30,No,Travel_Rarely,Sales,5,Master,Medical,1,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4,High,Excellent,7.585973922902222
146,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,Medium,Excellent,6.596764233241389
147,High,Low,Better,28,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,Medium,Excellent,6.166635021096944
148,Low,Low,Better,25,Yes,Travel_Rarely,Research & Development,5,College,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,High,Excellent,6.472303436911389
149,Very High,High,Better,52,No,Travel_Rarely,Research & Development,26,College,Life Sciences,1,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,Medium,Outstanding,8.161465163934167
150,Low,Very High,Good,45,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2,High,Excellent,6.759176003734722
151,Very High,Very High,Bad,52,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,High,Excellent,7.271198210922778
152,Low,High,Better,42,No,Travel_Frequently,Sales,10,Bachelor,Marketing,1,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,Medium,Excellent,6.764343971631111
153,High,Very High,Better,30,No,Travel_Rarely,Sales,25,Bachelor,Marketing,1,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2,High,Outstanding,7.322458937198055
154,Low,Low,Bad,60,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10,High,Excellent,6.111674976258056
155,High,High,Good,46,No,Travel_Rarely,Sales,19,Master,Marketing,1,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,Medium,Excellent,7.54660041841
156,Very High,Very High,Best,42,No,Travel_Frequently,Research & Development,18,Master,Technical Degree,1,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,High,Excellent,6.567540678753889
157,Low,Medium,Better,24,Yes,Travel_Rarely,Research & Development,27,College,Medical,1,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,Medium,Excellent,10.648925376647778
158,Very High,High,Good,34,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,1,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,High,Outstanding,6.150240174672223
159,Very High,Very High,Better,38,No,Travel_Frequently,Sales,3,Bachelor,Marketing,1,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,High,Excellent,8.591902250351389
160,High,High,Better,40,No,Travel_Rarely,Sales,26,Master,Marketing,1,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,Medium,Excellent,6.001353864734167
161,Low,Very High,Bad,26,No,Travel_Rarely,Research & Development,3,College,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,Very High,Outstanding,6.2817511013213885
162,High,Very High,Bad,30,No,Non-Travel,Research & Development,15,Bachelor,Medical,1,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,Medium,Excellent,7.8385734463275
163,Medium,High,Better,29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,High,Excellent,7.146169410150834
164,High,Medium,Best,29,Yes,Travel_Rarely,Research & Development,19,Master,Life Sciences,1,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,Medium,Excellent,6.651255274261389
165,Low,Very High,Best,19,Yes,Travel_Rarely,Research & Development,4,Bachelor,Medical,1,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,High,Excellent,7.872425531914722
166,High,Low,Better,30,No,Non-Travel,Research & Development,2,Master,Life Sciences,1,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,High,Excellent,6.718815667131389
167,Low,Very High,Good,57,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,High,Excellent,6.2905880230877775
168,Medium,High,Better,50,No,Travel_Rarely,Sales,10,Master,Life Sciences,1,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,High,Excellent,7.178114997713611
169,High,Very High,Good,30,No,Non-Travel,Sales,10,College,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,High,Outstanding,6.234477731863889
170,High,Low,Best,60,No,Travel_Frequently,Research & Development,16,Bachelor,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,High,Outstanding,7.217978595478334
171,Low,Very High,Better,47,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,Medium,Excellent,7.7417696360152775
172,Low,High,Bad,46,No,Travel_Rarely,Sales,4,Below College,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,Medium,Outstanding,6.749372723132778
173,Very High,High,Better,35,No,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,High,Excellent,6.484045584045556
174,High,High,Better,54,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,High,Excellent,7.651214845550833
175,Very High,High,Better,34,No,Travel_Rarely,Sales,8,College,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,Very High,Excellent,7.5859627255458335
176,High,Very High,Better,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,Medium,Excellent,9.140478723404167
177,High,Medium,Best,31,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,High,Excellent,6.298092747559167
178,Medium,High,Best,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,Medium,Outstanding,8.405802730696667
179,Low,Very High,Better,33,Yes,Travel_Rarely,Sales,5,Master,Marketing,1,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,High,Outstanding,6.936692743764167
180,Very High,Medium,Better,30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,High,Excellent,6.447866161616111
181,Very High,High,Better,35,No,Travel_Rarely,Research & Development,12,College,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,Low,Outstanding,8.803250227686666
182,Low,High,Better,31,Yes,Travel_Frequently,Research & Development,22,College,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,Medium,Excellent,6.588341861598333
183,Medium,Low,Better,34,Yes,Travel_Frequently,Sales,17,Below College,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,Very High,Outstanding,10.903559972105834
184,Medium,High,Better,42,No,Travel_Frequently,Research & Development,2,Master,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,Medium,Excellent,7.712610413760833
185,Medium,Very High,Good,36,No,Non-Travel,Research & Development,3,Master,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,High,Excellent,7.199749433106389
186,High,High,Better,22,Yes,Travel_Frequently,Research & Development,7,Bachelor,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,High,Excellent,6.392073286051945
187,Medium,Very High,Better,48,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,High,Excellent,6.7504011015325
188,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,High,Excellent,7.2972550398497225
189,Very High,Very High,Better,41,No,Non-Travel,Research & Development,3,College,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,Medium,Excellent,6.165244107743889
190,Medium,High,Better,35,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,Medium,Excellent,6.014660228898333
191,Medium,High,Better,40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,High,Excellent,7.271229024943056
192,High,High,Better,39,No,Travel_Frequently,Research & Development,12,Below College,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,High,Excellent,7.061997245178889
193,Medium,Very High,Best,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,Medium,Excellent,8.724735996326666
194,Very High,Low,Good,42,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,High,Excellent,10.671944444444444
195,Very High,Medium,Best,45,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,High,Outstanding,7.3452863060427775
196,High,High,Good,26,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,High,Excellent,9.190491803278611
197,Very High,Very High,Best,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,Medium,Excellent,7.360726589034445
198,Low,High,Better,33,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,High,Excellent,7.402587597971389
199,High,Very High,Good,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,High,Excellent,6.711708214624722
200,Medium,Medium,Better,18,Yes,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,Very High,Excellent,9.192090220385555
201,High,Low,Better,40,No,Non-Travel,Research & Development,1,Master,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,Medium,Excellent,6.880860065085833
202,Low,High,Better,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,Medium,Excellent,9.292572463768055
203,Low,High,Better,26,No,Travel_Rarely,Research & Development,9,Master,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,Medium,Excellent,5.989991545893611
204,Low,High,Better,35,No,Travel_Rarely,Research & Development,16,Master,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,Medium,Excellent,6.298375788451945
205,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,Medium,Excellent,6.406121659634167
206,High,Very High,Bad,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,Low,Outstanding,8.714026590693056
207,Medium,Very High,Best,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,High,Excellent,7.359164361456667
208,Low,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,High,Excellent,6.142309178743889
209,Medium,Low,Better,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,High,Excellent,7.7062796373777775
210,Low,Medium,Better,37,No,Non-Travel,Research & Development,7,College,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,High,Excellent,7.4756152433425
211,Very High,Low,Better,52,No,Travel_Rarely,Sales,2,Below College,Medical,1,Male,1,Laboratory Technician,Divorced,99800,<built-in method __round__ of numpy.float64 object at 0x0000018675B7B030>,Y,11,8,1,18.0,2,10,6,9,High,Excellent,9.075687613843334
212,Very High,High,Better,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,Medium,Outstanding,5.993242277547222
213,Very High,Very High,Better,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,Medium,Excellent,5.981423041894167
214,High,High,Better,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,High,Excellent,5.995018518518333
215,Medium,Medium,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,High,Excellent,6.899095171120278
216,Very High,High,Better,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,Low,Excellent,10.692946959304722
217,Medium,Very High,Better,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,Medium,Excellent,8.944406130268055
218,Low,Medium,Best,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,High,Excellent,7.353040695015833
219,Very High,Medium,Better,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,Low,Excellent,6.823666187739445
220,Low,Medium,Better,50,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,High,Excellent,6.789116575591945
221,Medium,High,Better,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,Medium,Excellent,7.344602134885833
222,Low,High,Better,24,Yes,Travel_Frequently,Research & Development,2,Bachelor,Medical,1,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,High,Outstanding,10.825435862691945
223,Medium,Low,Best,30,Yes,Travel_Frequently,Research & Development,9,Bachelor,Other,1,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,High,Excellent,6.848258547008333
224,Medium,Very High,Better,34,No,Travel_Rarely,Sales,6,College,Life Sciences,1,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,High,Excellent,8.906513949013888
225,Medium,Low,Bad,31,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,1,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,Medium,Excellent,6.683451882845
226,Low,Very High,Better,35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,High,Excellent,7.924495583449445
227,Low,Very High,Best,31,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,High,Excellent,6.283650118203056
228,Low,High,Good,27,No,Travel_Rarely,Sales,22,Master,Medical,1,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,High,Excellent,7.855060185185
229,Very High,High,Good,37,No,Travel_Rarely,Sales,9,Master,Marketing,1,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,High,Excellent,8.882879515317779
230,Very High,Medium,Best,20,No,Travel_Rarely,Research & Development,17,Master,Medical,1,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,Low,Excellent,7.060723593964167
231,High,Very High,Better,42,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,High,Excellent,7.490815602836666
232,Medium,Very High,Good,43,No,Travel_Rarely,Research & Development,10,Doctor,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,High,Excellent,8.65023148148139
233,High,Low,Good,38,No,Travel_Rarely,Human Resources,2,Master,Medical,1,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,Very High,Excellent,6.774454732510278
234,Very High,High,Better,43,No,Travel_Frequently,Sales,4,Bachelor,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,High,Excellent,9.126422039323055
235,Very High,Low,Bad,48,No,Travel_Rarely,Research & Development,8,Below College,Medical,1,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,Very High,Excellent,7.016586966713334
236,Low,High,Best,44,No,Travel_Rarely,Sales,29,Master,Marketing,1,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,Very High,Outstanding,6.6750206210575
237,High,High,Better,34,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,Medium,Outstanding,8.366132478632222
